id,score,popularity_class
4259,945,2
4260,942,2
4261,946,2
4262,940,2
4263,943,2
4264,937,2
4265,937,2
4266,936,2
4267,937,2
4268,940,2
4269,935,2
4270,929,2
4271,930,2
4272,933,2
4273,926,2
4274,929,2
4275,924,2
4276,924,2
4277,928,2
4278,920,2
4279,925,2
4280,927,2
4281,915,2
4282,926,2
4283,919,2
4284,922,2
4285,923,2
4286,918,2
4287,915,2
4288,916,2
4289,917,2
4290,910,2
4291,918,2
4292,909,2
4293,909,2
4294,909,2
4295,914,2
4296,909,2
4297,909,2
4298,906,2
4299,904,2
4300,908,2
4301,899,2
4302,903,2
4303,904,2
4304,893,2
4305,892,2
4306,898,2
4307,894,2
4308,893,2
4309,887,2
4310,887,2
4311,884,2
4312,880,2
4313,882,2
4314,875,2
4315,869,2
4316,877,2
4317,871,2
4318,869,2
4319,871,2
4320,868,2
4321,871,2
4322,865,2
4323,868,2
4324,864,2
4325,865,2
4326,861,2
4327,861,2
4328,848,2
4329,849,2
4330,851,2
4331,852,2
4332,848,2
4333,847,2
4334,846,2
4335,846,2
4336,843,2
4337,838,2
4338,841,2
4339,842,2
4340,836,2
4341,830,2
4342,828,2
4343,830,2
4344,826,2
4345,831,2
4346,828,2
4347,825,2
4348,829,2
4349,826,2
4350,824,2
4351,823,2
4352,820,2
4353,825,2
4354,818,2
4355,816,2
4356,814,2
4357,813,2
4358,812,2
4359,812,2
4360,809,2
4361,809,2
4362,810,2
4363,809,2
4364,801,2
4365,801,2
4366,807,2
4367,802,2
4368,804,2
4369,800,2
4370,802,2
4371,792,2
4372,796,2
4373,790,2
4374,791,2
4375,796,2
4376,793,2
4377,794,2
4378,788,2
4379,786,2
4380,783,2
4381,784,2
4382,777,2
4383,778,2
4384,772,2
4385,780,2
4386,771,2
4387,771,2
4388,764,2
4389,774,2
4390,765,2
4391,763,2
4392,765,2
4393,766,2
4394,763,2
4395,762,2
4396,764,2
4397,763,2
4398,762,2
4399,753,2
4400,756,2
4401,756,2
4402,745,2
4403,750,2
4404,749,2
4405,752,2
4406,745,2
4407,744,2
4408,744,2
4409,743,2
4410,742,2
4411,740,2
4412,744,2
4413,732,2
4414,735,2
4415,734,2
4416,734,2
4417,726,2
4418,731,2
4419,731,2
4420,726,2
4421,731,2
4422,725,2
4423,721,2
4424,725,2
4425,730,2
4426,725,2
4427,721,2
4428,720,2
4429,717,2
4430,724,2
4431,721,2
4432,715,2
4433,722,2
4434,721,2
4435,718,2
4436,714,2
4437,713,2
4438,711,2
4439,711,2
4440,705,2
4441,702,2
4442,705,2
4443,699,2
4444,698,2
4445,695,2
4446,702,2
4447,700,2
4448,693,2
4449,691,2
4450,696,2
4451,690,2
4452,687,2
4453,693,2
4454,692,2
4455,695,2
4456,688,2
4457,688,2
4458,685,2
4459,690,2
4460,689,2
4461,687,2
4462,688,2
4463,688,2
4464,680,2
4465,681,2
4466,687,2
4467,686,2
4468,681,2
4469,683,2
4470,686,2
4471,683,2
4472,681,2
4473,682,2
4474,677,2
4475,684,2
4476,674,2
4477,674,2
4478,675,2
4479,671,2
4480,677,2
4481,672,2
4482,670,2
4483,673,2
4484,670,2
4485,674,2
4486,667,2
4487,672,2
4488,671,2
4489,671,2
4490,668,2
4491,667,2
4492,669,2
4493,670,2
4494,667,2
4495,672,2
4496,666,2
4497,664,2
4498,663,1
4499,660,1
4500,659,1
4501,665,2
4502,663,1
4503,657,1
4504,653,1
4505,652,1
4506,656,1
4507,657,1
4508,654,1
4509,656,1
4510,652,1
4511,651,1
4512,654,1
4513,650,1
4514,641,1
4515,645,1
4516,644,1
4517,649,1
4518,647,1
4519,643,1
4520,646,1
4521,643,1
4522,643,1
4523,638,1
4524,639,1
4525,641,1
4526,637,1
4527,636,1
4528,642,1
4529,637,1
4530,638,1
4531,632,1
4532,634,1
4533,633,1
4534,629,1
4535,628,1
4536,631,1
4537,634,1
4538,629,1
4539,628,1
4540,626,1
4541,619,1
4542,614,1
4543,615,1
4544,619,1
4545,622,1
4546,617,1
4547,613,1
4548,613,1
4549,612,1
4550,611,1
4551,607,1
4552,611,1
4553,611,1
4554,610,1
4555,610,1
4556,609,1
4557,614,1
4558,603,1
4559,608,1
4560,607,1
4561,607,1
4562,601,1
4563,599,1
4564,605,1
4565,601,1
4566,606,1
4567,604,1
4568,598,1
4569,599,1
4570,598,1
4571,597,1
4572,599,1
4573,593,1
4574,599,1
4575,597,1
4576,588,1
4577,587,1
4578,594,1
4579,590,1
4580,591,1
4581,590,1
4582,584,1
4583,584,1
4584,584,1
4585,585,1
4586,590,1
4587,585,1
4588,585,1
4589,578,1
4590,578,1
4591,578,1
4592,580,1
4593,579,1
4594,574,1
4595,578,1
4596,581,1
4597,578,1
4598,580,1
4599,570,1
4600,564,1
4601,565,1
4602,566,1
4603,562,1
4604,567,1
4605,561,1
4606,564,1
4607,563,1
4608,563,1
4609,565,1
4610,560,1
4611,564,1
4612,558,1
4613,555,1
4614,555,1
4615,555,1
4616,557,1
4617,552,1
4618,556,1
4619,551,1
4620,555,1
4621,550,1
4622,552,1
4623,547,1
4624,544,1
4625,553,1
4626,546,1
4627,548,1
4628,548,1
4629,548,1
4630,550,1
4631,543,1
4632,547,1
4633,543,1
4634,542,1
4635,546,1
4636,546,1
4637,543,1
4638,541,1
4639,536,1
4640,538,1
4641,537,1
4642,534,1
4643,534,1
4644,531,1
4645,532,1
4646,526,1
4647,526,1
4648,530,1
4649,534,1
4650,529,1
4651,525,1
4652,529,1
4653,526,1
4654,527,1
4655,531,1
4656,526,1
4657,522,1
4658,522,1
4659,519,1
4660,517,1
4661,525,1
4662,518,1
4663,519,1
4664,518,1
4665,514,1
4666,521,1
4667,515,1
4668,514,1
4669,512,1
4670,515,1
4671,518,1
4672,518,1
4673,515,1
4674,514,1
4675,516,1
4676,508,1
4677,511,1
4678,515,1
4679,507,1
4680,514,1
4681,510,1
4682,505,1
4683,513,1
4684,511,1
4685,509,1
4686,506,1
4687,507,1
4688,505,1
4689,512,1
4690,509,1
4691,504,1
4692,502,1
4693,503,1
4694,510,1
4695,501,1
4696,502,1
4697,503,1
4698,501,1
4699,504,1
4700,502,1
4701,503,1
4702,500,1
4703,499,1
4704,490,1
4705,496,1
4706,493,1
4707,490,1
4708,495,1
4709,492,1
4710,494,1
4711,489,1
4712,489,1
4713,493,1
4714,490,1
4715,487,1
4716,490,1
4717,490,1
4718,488,1
4719,483,1
4720,480,1
4721,484,1
4722,484,1
4723,480,1
4724,483,1
4725,484,1
4726,485,1
4727,481,1
4728,484,1
4729,473,1
4730,481,1
4731,477,1
4732,473,1
4733,482,1
4734,478,1
4735,478,1
4736,474,1
4737,475,1
4738,475,1
4739,477,1
4740,472,1
4741,472,1
4742,466,0
4743,468,1
4744,473,1
4745,468,1
4746,466,0
4747,467,0
4748,470,1
4749,465,0
4750,468,1
4751,468,1
4752,469,1
4753,462,0
4754,468,1
4755,464,0
4756,469,1
4757,460,0
4758,464,0
4759,467,0
4760,462,0
4761,459,0
4762,464,0
4763,459,0
4764,458,0
4765,455,0
4766,453,0
4767,461,0
4768,457,0
4769,457,0
4770,458,0
4771,457,0
4772,455,0
4773,455,0
4774,454,0
4775,456,0
4776,454,0
4777,452,0
4778,449,0
4779,446,0
4780,451,0
4781,449,0
4782,450,0
4783,451,0
4784,442,0
4785,448,0
4786,446,0
4787,450,0
4788,443,0
4789,445,0
4790,438,0
4791,442,0
4792,439,0
4793,435,0
4794,433,0
4795,437,0
4796,428,0
4797,437,0
4798,431,0
4799,432,0
4800,428,0
4801,431,0
4802,431,0
4803,428,0
4804,421,0
4805,421,0
4806,425,0
4807,424,0
4808,424,0
4809,426,0
4810,422,0
4811,424,0
4812,422,0
4813,413,0
4814,421,0
4815,418,0
4816,414,0
4817,413,0
4818,415,0
4819,417,0
4820,413,0
4821,414,0
4822,406,0
4823,405,0
4824,409,0
4825,413,0
4826,414,0
4827,409,0
4828,409,0
4829,404,0
4830,409,0
4831,405,0
4832,410,0
4833,406,0
4834,407,0
4835,401,0
4836,405,0
4837,409,0
4838,407,0
4839,397,0
4840,397,0
4841,404,0
4842,401,0
4843,403,0
4844,403,0
4845,401,0
4846,405,0
4847,401,0
4848,401,0
4849,399,0
4850,398,0
4851,395,0
4852,398,0
4853,398,0
4854,399,0
4855,396,0
4856,397,0
4857,391,0
4858,398,0
4859,393,0
4860,395,0
4861,395,0
4862,389,0
4863,392,0
4864,385,0
4865,394,0
4866,388,0
4867,385,0
4868,385,0
4869,389,0
4870,385,0
4871,383,0
4872,385,0
4873,382,0
4874,385,0
4875,385,0
4876,385,0
4877,383,0
4878,380,0
4879,377,0
4880,381,0
4881,382,0
4882,379,0
4883,379,0
4884,378,0
4885,374,0
4886,382,0
4887,376,0
4888,375,0
4889,381,0
4890,374,0
4891,372,0
4892,374,0
4893,376,0
4894,375,0
4895,378,0
4896,379,0
4897,374,0
4898,373,0
4899,368,0
4900,372,0
4901,374,0
4902,371,0
4903,370,0
4904,368,0
4905,372,0
4906,368,0
4907,373,0
4908,371,0
4909,371,0
4910,368,0
4911,374,0
4912,372,0
4913,366,0
4914,372,0
4915,365,0
4916,366,0
4917,374,0
4918,368,0
4919,369,0
4920,366,0
4921,364,0
4922,368,0
4923,366,0
4924,366,0
4925,363,0
4926,362,0
4927,365,0
4928,367,0
4929,361,0
4930,363,0
4931,367,0
4932,366,0
4933,368,0
4934,363,0
4935,357,0
4936,361,0
4937,357,0
4938,364,0
4939,360,0
4940,359,0
4941,355,0
4942,357,0
4943,359,0
4944,356,0
4945,356,0
4946,352,0
4947,355,0
4948,356,0
4949,355,0
4950,354,0
4951,351,0
4952,354,0
4953,350,0
4954,353,0
4955,353,0
4956,350,0
4957,354,0
4958,350,0
4959,351,0
4960,350,0
4961,349,0
4962,356,0
4963,351,0
4964,350,0
4965,349,0
4966,347,0
4967,343,0
4968,351,0
4969,352,0
4970,348,0
4971,351,0
4972,342,0
4973,346,0
4974,345,0
4975,343,0
4976,343,0
4977,344,0
4978,342,0
4979,346,0
4980,343,0
4981,347,0
4982,344,0
4983,342,0
4984,339,0
4985,341,0
4986,340,0
4987,341,0
4988,341,0
4989,341,0
4990,334,0
4991,336,0
4992,338,0
4993,337,0
4994,336,0
4995,338,0
4996,338,0
4997,340,0
4998,343,0
4999,8198,3
5000,6587,3
5001,6087,3
5002,5685,3
5003,5560,3
5004,5427,3
5005,5430,3
5006,5244,3
5007,5220,3
5008,5163,3
5009,4673,3
5010,4608,3
5011,4386,3
5012,4260,3
5013,4214,3
5014,4188,3
5015,4183,3
5016,4125,3
5017,4106,3
5018,4076,3
5019,4039,3
5020,3956,3
5021,3944,3
5022,3932,3
5023,3919,3
5024,3921,3
5025,3909,3
5026,3872,3
5027,3857,3
5028,3795,3
5029,3765,3
5030,3758,3
5031,3747,3
5032,3728,3
5033,3725,3
5034,3671,3
5035,3644,3
5036,3620,3
5037,3610,3
5038,3615,3
5039,3557,3
5040,3546,3
5041,3520,3
5042,3500,3
5043,3504,3
5044,3474,3
5045,3462,3
5046,3468,3
5047,3457,3
5048,3446,3
5049,3440,3
5050,3438,3
5051,3436,3
5052,3419,3
5053,3403,3
5054,3392,3
5055,3369,3
5056,3361,3
5057,3360,3
5058,3356,3
5059,3348,3
5060,3344,3
5061,3346,3
5062,3342,3
5063,3342,3
5064,3337,3
5065,3331,3
5066,3323,3
5067,3316,3
5068,3313,3
5069,3307,3
5070,3308,3
5071,3305,3
5072,3298,3
5073,3281,3
5074,3265,3
5075,3270,3
5076,3267,3
5077,3262,3
5078,3256,3
5079,3232,3
5080,3231,3
5081,3222,3
5082,3222,3
5083,3222,3
5084,3223,3
5085,3213,3
5086,3214,3
5087,3204,3
5088,3200,3
5089,3198,3
5090,3159,3
5091,3159,3
5092,3162,3
5093,3162,3
5094,3163,3
5095,3147,3
5096,3141,3
5097,3133,3
5098,3125,3
5099,3127,3
5100,3123,3
5101,3110,3
5102,3113,3
5103,3103,3
5104,3110,3
5105,3106,3
5106,3092,3
5107,3093,3
5108,3087,3
5109,3075,3
5110,3054,3
5111,3053,3
5112,3048,3
5113,3042,3
5114,3041,3
5115,3039,3
5116,3026,3
5117,3030,3
5118,3023,3
5119,3014,3
5120,3012,3
5121,3011,3
5122,3012,3
5123,2989,3
5124,2993,3
5125,2988,3
5126,2984,3
5127,2981,3
5128,2974,3
5129,2981,3
5130,2978,3
5131,2975,3
5132,2975,3
5133,2981,3
5134,2972,3
5135,2977,3
5136,2970,3
5137,2964,3
5138,2963,3
5139,2953,3
5140,2961,3
5141,2953,3
5142,2950,3
5143,2950,3
5144,2946,3
5145,2944,3
5146,2941,3
5147,2936,3
5148,2939,3
5149,2931,3
5150,2926,3
5151,2924,3
5152,2915,3
5153,2911,3
5154,2902,3
5155,2893,3
5156,2888,3
5157,2890,3
5158,2888,3
5159,2883,3
5160,2889,3
5161,2884,3
5162,2879,3
5163,2880,3
5164,2879,3
5165,2877,3
5166,2877,3
5167,2876,3
5168,2864,3
5169,2871,3
5170,2863,3
5171,2874,3
5172,2868,3
5173,2861,3
5174,2866,3
5175,2863,3
5176,2855,3
5177,2854,3
5178,2852,3
5179,2862,3
5180,2854,3
5181,2847,3
5182,2843,3
5183,2843,3
5184,2843,3
5185,2844,3
5186,2840,3
5187,2849,3
5188,2840,3
5189,2840,3
5190,2831,3
5191,2832,3
5192,2818,3
5193,2824,3
5194,2814,3
5195,2819,3
5196,2817,3
5197,2811,3
5198,2813,3
5199,2816,3
5200,2817,3
5201,2809,3
5202,2808,3
5203,2801,3
5204,2800,3
5205,2793,3
5206,2800,3
5207,2791,3
5208,2792,3
5209,3225,3
5210,2788,3
5211,2791,3
5212,2785,3
5213,2782,3
5214,2777,3
5215,2777,3
5216,2784,3
5217,2777,3
5218,2773,3
5219,2777,3
5220,2775,3
5221,2780,3
5222,2766,3
5223,2767,3
5224,2760,3
5225,2753,3
5226,2756,3
5227,2758,3
5228,2761,3
5229,2756,3
5230,2751,3
5231,2756,3
5232,2748,3
5233,2751,3
5234,2748,3
5235,2743,3
5236,2748,3
5237,2740,3
5238,2744,3
5239,2744,3
5240,2745,3
5241,2742,3
5242,2740,3
5243,2737,3
5244,2736,3
5245,2738,3
5246,2733,3
5247,2738,3
5248,2734,3
5249,2732,2
5250,2728,2
5251,2727,2
5252,2725,2
5253,2729,2
5254,2730,2
5255,2729,2
5256,2728,2
5257,2715,2
5258,2716,2
5259,2713,2
5260,2717,2
5261,2714,2
5262,2711,2
5263,2712,2
5264,2709,2
5265,2711,2
5266,2699,2
5267,2705,2
5268,2706,2
5269,2704,2
5270,2702,2
5271,2695,2
5272,2703,2
5273,2701,2
5274,2690,2
5275,2690,2
5276,2688,2
5277,2683,2
5278,2679,2
5279,2679,2
5280,2677,2
5281,2676,2
5282,2676,2
5283,2674,2
5284,2672,2
5285,2672,2
5286,2667,2
5287,2668,2
5288,2670,2
5289,2669,2
5290,2672,2
5291,2670,2
5292,2662,2
5293,2663,2
5294,2661,2
5295,2660,2
5296,2659,2
5297,2659,2
5298,2660,2
5299,2663,2
5300,2655,2
5301,2651,2
5302,2653,2
5303,2657,2
5304,2653,2
5305,2652,2
5306,2650,2
5307,2649,2
5308,2655,2
5309,2644,2
5310,2649,2
5311,2641,2
5312,2644,2
5313,2635,2
5314,2641,2
5315,2639,2
5316,2633,2
5317,2639,2
5318,2635,2
5319,2634,2
5320,2635,2
5321,2636,2
5322,2631,2
5323,2630,2
5324,2626,2
5325,2635,2
5326,2627,2
5327,2629,2
5328,2623,2
5329,2632,2
5330,2631,2
5331,2635,2
5332,2626,2
5333,2627,2
5334,2623,2
5335,2627,2
5336,2625,2
5337,2626,2
5338,2626,2
5339,2625,2
5340,2619,2
5341,2621,2
5342,2619,2
5343,2617,2
5344,2614,2
5345,2614,2
5346,2609,2
5347,2611,2
5348,2615,2
5349,2611,2
5350,2603,2
5351,2608,2
5352,2610,2
5353,2605,2
5354,2602,2
5355,2606,2
5356,2604,2
5357,2599,2
5358,2600,2
5359,2603,2
5360,2600,2
5361,2597,2
5362,2599,2
5363,2600,2
5364,2593,2
5365,2594,2
5366,2598,2
5367,2588,2
5368,2587,2
5369,2582,2
5370,2587,2
5371,2589,2
5372,2584,2
5373,2587,2
5374,2585,2
5375,2583,2
5376,2579,2
5377,2577,2
5378,2581,2
5379,2578,2
5380,2574,2
5381,2577,2
5382,2577,2
5383,2576,2
5384,2575,2
5385,2580,2
5386,2574,2
5387,2566,2
5388,2572,2
5389,2570,2
5390,2574,2
5391,2567,2
5392,2572,2
5393,2572,2
5394,2568,2
5395,2563,2
5396,2562,2
5397,2563,2
5398,2569,2
5399,2567,2
5400,2562,2
5401,2562,2
5402,2560,2
5403,2557,2
5404,2557,2
5405,2561,2
5406,2558,2
5407,2553,2
5408,2558,2
5409,2549,2
5410,2556,2
5411,2560,2
5412,2550,2
5413,2554,2
5414,2553,2
5415,2552,2
5416,2549,2
5417,2551,2
5418,2545,2
5419,2545,2
5420,2545,2
5421,2545,2
5422,2551,2
5423,2545,2
5424,2536,2
5425,2545,2
5426,2546,2
5427,2543,2
5428,2539,2
5429,2541,2
5430,2542,2
5431,2538,2
5432,2534,2
5433,2533,2
5434,2535,2
5435,2535,2
5436,2533,2
5437,2528,2
5438,2530,2
5439,2533,2
5440,2529,2
5441,2525,2
5442,2521,2
5443,2523,2
5444,2518,2
5445,2522,2
5446,2521,2
5447,2521,2
5448,2521,2
5449,2514,2
5450,2518,2
5451,2520,2
5452,2518,2
5453,2518,2
5454,2515,2
5455,2523,2
5456,2512,2
5457,2518,2
5458,2512,2
5459,2514,2
5460,2517,2
5461,2511,2
5462,2507,2
5463,2512,2
5464,2514,2
5465,2508,2
5466,2512,2
5467,2513,2
5468,2509,2
5469,2509,2
5470,2503,2
5471,2504,2
5472,2506,2
5473,2507,2
5474,2504,2
5475,2499,2
5476,2500,2
5477,2493,2
5478,2501,2
5479,2499,2
5480,2497,2
5481,2495,2
5482,2494,2
5483,2491,2
5484,2493,2
5485,2496,2
5486,2492,2
5487,2492,2
5488,2492,2
5489,2488,2
5490,2493,2
5491,2491,2
5492,2489,2
5493,2492,2
5494,2489,2
5495,2484,2
5496,2484,2
5497,2481,1
5498,2482,1
5499,2478,1
5500,2481,1
5501,2482,1
5502,2490,2
5503,2484,2
5504,2477,1
5505,2483,1
5506,2477,1
5507,2483,1
5508,2483,1
5509,2481,1
5510,2479,1
5511,2476,1
5512,2470,1
5513,2471,1
5514,2469,1
5515,2472,1
5516,2469,1
5517,2473,1
5518,2465,1
5519,2466,1
5520,2468,1
5521,2468,1
5522,2472,1
5523,2467,1
5524,2467,1
5525,2463,1
5526,2462,1
5527,2465,1
5528,2463,1
5529,2462,1
5530,2459,1
5531,2465,1
5532,2462,1
5533,2470,1
5534,2466,1
5535,2461,1
5536,2459,1
5537,2456,1
5538,2464,1
5539,2453,1
5540,2459,1
5541,2456,1
5542,2458,1
5543,2456,1
5544,2455,1
5545,2455,1
5546,2449,1
5547,2449,1
5548,2459,1
5549,2446,1
5550,2452,1
5551,2442,1
5552,2449,1
5553,2448,1
5554,2439,1
5555,2446,1
5556,2446,1
5557,2444,1
5558,2445,1
5559,2446,1
5560,2443,1
5561,2440,1
5562,2442,1
5563,2446,1
5564,2442,1
5565,2446,1
5566,2444,1
5567,2443,1
5568,2444,1
5569,2446,1
5570,2446,1
5571,2440,1
5572,2439,1
5573,2440,1
5574,2443,1
5575,2438,1
5576,2436,1
5577,2436,1
5578,2436,1
5579,2434,1
5580,2432,1
5581,2435,1
5582,2429,1
5583,2434,1
5584,2434,1
5585,2437,1
5586,2430,1
5587,2434,1
5588,2429,1
5589,2430,1
5590,2427,1
5591,2427,1
5592,2430,1
5593,2429,1
5594,2430,1
5595,2433,1
5596,2421,1
5597,2429,1
5598,2426,1
5599,2425,1
5600,2430,1
5601,2420,1
5602,2426,1
5603,2422,1
5604,2416,1
5605,2422,1
5606,2419,1
5607,2416,1
5608,2421,1
5609,2419,1
5610,2417,1
5611,2420,1
5612,2418,1
5613,2412,1
5614,2418,1
5615,2414,1
5616,2412,1
5617,2416,1
5618,2412,1
5619,2412,1
5620,2413,1
5621,2412,1
5622,2417,1
5623,2416,1
5624,2414,1
5625,2418,1
5626,2409,1
5627,2409,1
5628,2409,1
5629,2412,1
5630,2410,1
5631,2412,1
5632,2409,1
5633,2412,1
5634,2410,1
5635,2410,1
5636,2406,1
5637,2408,1
5638,2404,1
5639,2406,1
5640,2406,1
5641,2407,1
5642,2403,1
5643,2407,1
5644,2400,1
5645,2406,1
5646,2404,1
5647,2407,1
5648,2398,1
5649,2403,1
5650,2403,1
5651,2401,1
5652,2405,1
5653,2397,1
5654,2396,1
5655,2396,1
5656,2400,1
5657,2400,1
5658,2400,1
5659,2400,1
5660,2398,1
5661,2395,1
5662,2397,1
5663,2398,1
5664,2396,1
5665,2391,1
5666,2399,1
5667,2400,1
5668,2395,1
5669,2394,1
5670,2390,1
5671,2388,1
5672,2387,1
5673,2392,1
5674,2389,1
5675,2394,1
5676,2392,1
5677,2389,1
5678,2392,1
5679,2390,1
5680,2392,1
5681,2397,1
5682,2391,1
5683,2394,1
5684,2388,1
5685,2391,1
5686,2395,1
5687,2387,1
5688,2388,1
5689,2389,1
5690,2391,1
5691,2386,1
5692,2383,1
5693,2385,1
5694,2387,1
5695,2385,1
5696,2383,1
5697,2385,1
5698,2382,1
5699,2390,1
5700,2385,1
5701,2385,1
5702,2383,1
5703,2378,1
5704,2383,1
5705,2380,1
5706,2380,1
5707,2381,1
5708,2375,1
5709,2375,1
5710,2378,1
5711,2382,1
5712,2378,1
5713,2373,1
5714,2372,1
5715,2378,1
5716,2377,1
5717,2372,1
5718,2371,1
5719,2369,1
5720,2374,1
5721,2377,1
5722,2370,1
5723,2377,1
5724,2373,1
5725,2373,1
5726,2365,1
5727,2376,1
5728,2373,1
5729,2365,1
5730,2368,1
5731,2373,1
5732,2364,1
5733,2370,1
5734,2362,1
5735,2367,1
5736,2364,1
5737,2364,1
5738,2370,1
5739,2365,1
5740,2364,1
5741,2365,1
5742,2359,0
5743,2362,1
5744,2360,0
5745,2365,1
5746,2367,1
5747,2362,1
5748,2359,0
5749,2364,1
5750,2362,1
5751,2359,0
5752,2357,0
5753,2355,0
5754,2360,0
5755,2357,0
5756,2360,0
5757,2358,0
5758,2359,0
5759,2351,0
5760,2351,0
5761,2350,0
5762,2354,0
5763,2357,0
5764,2350,0
5765,2350,0
5766,2349,0
5767,2346,0
5768,2347,0
5769,2349,0
5770,2350,0
5771,2351,0
5772,2350,0
5773,2347,0
5774,2343,0
5775,2344,0
5776,2343,0
5777,2346,0
5778,2346,0
5779,2346,0
5780,2342,0
5781,2342,0
5782,2343,0
5783,2342,0
5784,2346,0
5785,2343,0
5786,2344,0
5787,2345,0
5788,2338,0
5789,2337,0
5790,2338,0
5791,2339,0
5792,2343,0
5793,2339,0
5794,2331,0
5795,2340,0
5796,2336,0
5797,2335,0
5798,2338,0
5799,2334,0
5800,2334,0
5801,2336,0
5802,2334,0
5803,2333,0
5804,2330,0
5805,2330,0
5806,2331,0
5807,2328,0
5808,2333,0
5809,2328,0
5810,2326,0
5811,2329,0
5812,2328,0
5813,2332,0
5814,2335,0
5815,2331,0
5816,2333,0
5817,2331,0
5818,2329,0
5819,2327,0
5820,2326,0
5821,2330,0
5822,2330,0
5823,2326,0
5824,2329,0
5825,2321,0
5826,2325,0
5827,2322,0
5828,2328,0
5829,2321,0
5830,2329,0
5831,2323,0
5832,2327,0
5833,2318,0
5834,2324,0
5835,2319,0
5836,2321,0
5837,2320,0
5838,2319,0
5839,2314,0
5840,2318,0
5841,2319,0
5842,2318,0
5843,2321,0
5844,2319,0
5845,2321,0
5846,2325,0
5847,2320,0
5848,2318,0
5849,2317,0
5850,2317,0
5851,2314,0
5852,2314,0
5853,2314,0
5854,2312,0
5855,2309,0
5856,2312,0
5857,2315,0
5858,2310,0
5859,2311,0
5860,2312,0
5861,2306,0
5862,2312,0
5863,2311,0
5864,2307,0
5865,2307,0
5866,2307,0
5867,2309,0
5868,2307,0
5869,2299,0
5870,2300,0
5871,2306,0
5872,2304,0
5873,2305,0
5874,2301,0
5875,2301,0
5876,2295,0
5877,2303,0
5878,2303,0
5879,2301,0
5880,2302,0
5881,2299,0
5882,2299,0
5883,2305,0
5884,2297,0
5885,2298,0
5886,2302,0
5887,2297,0
5888,2297,0
5889,2296,0
5890,2292,0
5891,2294,0
5892,2292,0
5893,2297,0
5894,2295,0
5895,2291,0
5896,2292,0
5897,2298,0
5898,2294,0
5899,2292,0
5900,2293,0
5901,2288,0
5902,2292,0
5903,2292,0
5904,2294,0
5905,2291,0
5906,2288,0
5907,2290,0
5908,2291,0
5909,2283,0
5910,2289,0
5911,2287,0
5912,2283,0
5913,2290,0
5914,2286,0
5915,2287,0
5916,2285,0
5917,2288,0
5918,2291,0
5919,2283,0
5920,2282,0
5921,2284,0
5922,2284,0
5923,2282,0
5924,2284,0
5925,2277,0
5926,2279,0
5927,2282,0
5928,2286,0
5929,2275,0
5930,2282,0
5931,2280,0
5932,2277,0
5933,2279,0
5934,2278,0
5935,2274,0
5936,2278,0
5937,2274,0
5938,2272,0
5939,2277,0
5940,2280,0
5941,2278,0
5942,2277,0
5943,2276,0
5944,2280,0
5945,2274,0
5946,2269,0
5947,2273,0
5948,2267,0
5949,2275,0
5950,2271,0
5951,2265,0
5952,2269,0
5953,2271,0
5954,2269,0
5955,2264,0
5956,2268,0
5957,2273,0
5958,2271,0
5959,2267,0
5960,2261,0
5961,2263,0
5962,2265,0
5963,2260,0
5964,2264,0
5965,2259,0
5966,2258,0
5967,2265,0
5968,2264,0
5969,2267,0
5970,2260,0
5971,2260,0
5972,2256,0
5973,2258,0
5974,2255,0
5975,2258,0
5976,2265,0
5977,2256,0
5978,2261,0
5979,2257,0
5980,2259,0
5981,2259,0
5982,2257,0
5983,2261,0
5984,2259,0
5985,2250,0
5986,2255,0
5987,2251,0
5988,2259,0
5989,2255,0
5990,2255,0
5991,2255,0
5992,2254,0
5993,2251,0
5994,2250,0
5995,2253,0
5996,2249,0
5997,2251,0
5998,2252,0
5999,21868,3
6000,14568,3
6001,11901,3
6002,10892,3
6003,10530,3
6004,10262,3
6005,10245,3
6006,9585,3
6007,8735,3
6008,8693,3
6009,8325,3
6010,8012,3
6011,7907,3
6012,7805,3
6013,7723,3
6014,7483,3
6015,7373,3
6016,7280,3
6017,7190,3
6018,7097,3
6019,7026,3
6020,7026,3
6021,6807,3
6022,6803,3
6023,6781,3
6024,6762,3
6025,6675,3
6026,6640,3
6027,6614,3
6028,6596,3
6029,6550,3
6030,6530,3
6031,6498,3
6032,6435,3
6033,6299,3
6034,6255,3
6035,6236,3
6036,6197,3
6037,6148,3
6038,6132,3
6039,6083,3
6040,6041,3
6041,6032,3
6042,5851,3
6043,5841,3
6044,5830,3
6045,5823,3
6046,5788,3
6047,5788,3
6048,5697,3
6049,5664,3
6050,5650,3
6051,5604,3
6052,5585,3
6053,5528,3
6054,5514,3
6055,5436,3
6056,5425,3
6057,5421,3
6058,5419,3
6059,5407,3
6060,5393,3
6061,5376,3
6062,5358,3
6063,5327,3
6064,5271,3
6065,5270,3
6066,5274,3
6067,5237,3
6068,5227,3
6069,5169,3
6070,5159,3
6071,5156,3
6072,5142,3
6073,5142,3
6074,5133,3
6075,5122,3
6076,5099,3
6077,5068,3
6078,5055,3
6079,5054,3
6080,5034,3
6081,4992,3
6082,4976,3
6083,4974,3
6084,4955,3
6085,4948,3
6086,4934,3
6087,4910,3
6088,4890,3
6089,4856,3
6090,4845,3
6091,4849,3
6092,4840,3
6093,4814,3
6094,4805,3
6095,4791,3
6096,4791,3
6097,4773,3
6098,4750,3
6099,4727,3
